"gene","size","name","description"
"ENSG00000226201.6",1351,"PSMB8","proteasome"
"ENSG00000226215.6",922,"APOM","apolipoprotein"
"ENSG00000226225.6",613,"RPS18","ribosomal"
"ENSG00000226248.6",1560,"CLIC1","chloride"
"ENSG00000226257.9",1804,"STK19","serine/threonine"
"ENSG00000226260.9",1280,"HLA-DRA","major"
"ENSG00000226264.10",1397,"HLA-DMB","major"
"ENSG00000226271.1",936,"OR2J3","olfactory"
"ENSG00000226275.8",1507,"LTA","lymphotoxin"
"ENSG00000226288.2",6591,"OR52I2","olfactory"
"ENSG00000226321.5",5382,"CROCC2","ciliary"
"ENSG00000226347.4",1272,"OR2J2","olfactory"
"ENSG00000226372.3",3457,"DCAF8L1","DDB1"
"ENSG00000226384.10",1735,"GTF2H4","general"
"ENSG00000226402.8",2043,"TRIM31","tripartite"
"ENSG00000226404.9",950,"LY6G5C","lymphocyte"
"ENSG00000226417.6",1560,"CLIC1","chloride"
"ENSG00000226430.6",2022,"USP17L7","ubiquitin"
"ENSG00000226437.10",3535,"TRIM39","tripartite"
"ENSG00000226463.1",1028,"OR2W1","olfactory"
"ENSG00000226467.9",2496,"AGPAT1","1-acylglycerol-3-phosphate"
"ENSG00000226479.3",2131,"TMEM185B","transmembrane"
"ENSG00000226490.2",648,"AC138647.1",NA
"ENSG00000226492.7",1054,"CUTA","cutA"
"ENSG00000226531.2",2475,"C6orf47","chromosome"
"ENSG00000226560.10",2880,"C2","complement"
"ENSG00000226589.9",4312,"VARS","valyl-tRNA"
"ENSG00000226600.3",1298,"CT47A9","cancer/testis"
"ENSG00000226603.8",1266,"LY6G6D","lymphocyte"
"ENSG00000226614.11",2409,"SLC39A7","solute"
"ENSG00000226618.9",6893,"PRRC2A","proline"
"ENSG00000226634.6",1688,"DDAH2","dimethylarginine"
"ENSG00000226650.5",4378,"KIF4B","kinesin"
"ENSG00000226651.6",1560,"CLIC1","chloride"
"ENSG00000226685.4",1165,"CT47A12","cancer/testis"
"ENSG00000226690.8",1895,"AC013470.2",NA
"ENSG00000226704.6",2544,"HSPA1L","heat"
"ENSG00000226710.9",1053,"C6orf48","chromosome"
"ENSG00000226742.3",771,"HSBP1L1","heat"
"ENSG00000226761.3",930,"TAS2R46","taste"
"ENSG00000226763.4",2698,"SRRM5","serine/arginine"
"ENSG00000226784.2",765,"PGAM4","phosphoglycerate"
"ENSG00000226788.3",1750,"RING1","ring"
"ENSG00000226792.7",3010,"C13orf42","chromosome"
"ENSG00000226826.10",1560,"HLA-DPB1","major"
"ENSG00000226832.3",1007,"OR2B3","olfactory"
"ENSG00000226841.2",955,"MCCD1","mitochondrial"
"ENSG00000226850.2",1351,"ATP6V1G2","ATPase"
"ENSG00000226858.7",1980,"ZFP57","ZFP57"
"ENSG00000226882.9",7490,"GNL1","G"
"ENSG00000226887.7",3830,"ERVMER34-1","endogenous"
"ENSG00000226892.6",2173,"C6orf10","chromosome"
"ENSG00000226898.2",990,"UBD","ubiquitin"
"ENSG00000226916.8",2358,"WDR46","WD"
"ENSG00000226923.2",955,"MCCD1","mitochondrial"
"ENSG00000226929.3",1294,"CT47A11","cancer/testis"
"ENSG00000226931.2",1273,"OR2J1","olfactory"
"ENSG00000226936.4",1694,"B3GALT4","beta-1,3-galactosyltransferase"
"ENSG00000226941.8",1886,"RBMY1J","RNA"
"ENSG00000226979.8",1507,"LTA","lymphotoxin"
"ENSG00000227044.4",1584,"OR2H2","olfactory"
"ENSG00000227046.8",2615,"DAXX","death"
"ENSG00000227051.6",7583,"C14orf132","chromosome"
"ENSG00000227057.9",2358,"WDR46","WD"
"ENSG00000227059.6",3452,"ANHX","anomalous"
"ENSG00000227074.11",1020,"SAPCD1","suppressor"
"ENSG00000227122.9",1909,"PRRT1","proline"
"ENSG00000227124.8",3875,"ZNF717","zinc"
"ENSG00000227129.6",2045,"NEU1","neuraminidase"
"ENSG00000227137.8",1266,"OR5V1","olfactory"
"ENSG00000227140.3",1593,"USP17L5","ubiquitin"
"ENSG00000227144.8",2881,"VWA7","von"
"ENSG00000227147.9",2217,"TRIM15","tripartite"
"ENSG00000227151.4",1847,"PRR20D","proline"
"ENSG00000227171.8",2206,"RNF39","ring"
"ENSG00000227222.7",2203,"DHX16","DEAH-box"
"ENSG00000227231.3",1350,"IER3","immediate"
"ENSG00000227234.1",469,"SPANXB1","SPANX"
"ENSG00000227246.2",1152,"PSORS1C2","psoriasis"
"ENSG00000227268.3",4277,"KLLN","killin,"
"ENSG00000227277.9",1168,"RNF5","ring"
"ENSG00000227314.12",2884,"MSH5","mutS"
"ENSG00000227315.7",2045,"NEU1","neuraminidase"
"ENSG00000227317.6",1688,"DDAH2","dimethylarginine"
"ENSG00000227322.11",2908,"RXRB","retinoid"
"ENSG00000227333.8",4129,"EHMT2","euchromatic"
"ENSG00000227345.8",4128,"PARG","poly(ADP-ribose)"
"ENSG00000227357.2",1184,"HLA-DRB4","major"
"ENSG00000227402.11",2409,"SLC39A7","solute"
"ENSG00000227420.8",1532,"MRPS18B","mitochondrial"
"ENSG00000227446.2",1069,"OR12D2","olfactory"
"ENSG00000227458.8",2086,"TRIM40","tripartite"
"ENSG00000227460.8",5916,"SYNGAP1","synaptic"
"ENSG00000227471.8",1621,"AKR1B15","aldo-keto"
"ENSG00000227472.8",3546,"TRIM10","tripartite"
"ENSG00000227488.2",527,"GAGE12D","G"
"ENSG00000227500.9",2684,"SCAMP4","secretory"
"ENSG00000227506.5",3651,"MUC21","mucin"
"ENSG00000227507.2",897,"LTB","lymphotoxin"
"ENSG00000227551.1",1593,"USP17L12","ubiquitin"
"ENSG00000227565.8",1478,"NFKBIL1","NFKB"
"ENSG00000227567.7",922,"APOM","apolipoprotein"
"ENSG00000227587.2",1351,"ATP6V1G2","ATPase"
"ENSG00000227600.11",2382,"PPT2","palmitoyl-protein"
"ENSG00000227639.1",1028,"OR2W1","olfactory"
"ENSG00000227642.9",2496,"AGPAT1","1-acylglycerol-3-phosphate"
"ENSG00000227686.7",1541,"VARS","valyl-tRNA"
"ENSG00000227715.11",1543,"HLA-A","major"
"ENSG00000227720.6",1731,"PPP1R11","protein"
"ENSG00000227729.3",1201,"RD3L","retinal"
"ENSG00000227739.10",2903,"TUBB","tubulin"
"ENSG00000227746.9",5460,"C4A","complement"
"ENSG00000227761.10",3779,"BAG6","BCL2"
"ENSG00000227772.8",2450,"MICB","MHC"
"ENSG00000227780.5",2651,"ZBTB22","zinc"
"ENSG00000227794.5",212,"RPS18","ribosomal"
"ENSG00000227801.8",6425,"COL11A2","collagen"
"ENSG00000227804.7",4525,"PPP1R10","protein"
"ENSG00000227816.4",2959,"TAP1","transporter"
"ENSG00000227826.9",1172,"HLA-DRB4","major"
"ENSG00000227858.1",651,"ZFP57","ZFP57"
"ENSG00000227861.9",1020,"SAPCD1","suppressor"
"ENSG00000227868.5",510,"TEX46","testis"
"ENSG00000227877.6",644,"MRLN","myoregulin"
"ENSG00000227993.9",1280,"HLA-DRA","major"
"ENSG00000228001.8",2086,"TRIM40","tripartite"
"ENSG00000228049.7",2065,"POLR2J2","RNA"
"ENSG00000228075.4",3239,"BOD1L2","biorientation"
"ENSG00000228080.10",1191,"HLA-DRB1","major"
"ENSG00000228083.2",990,"IFNA14","interferon"
"ENSG00000228090.6",2392,"MPIG6B","megakaryocyte"
"ENSG00000228116.9",1278,"PPT2","palmitoyl-protein"
"ENSG00000228128.6",1688,"DDAH2","dimethylarginine"
"ENSG00000228163.8",1704,"HLA-DPA1","major"
"ENSG00000228177.2",2476,"C6orf47","chromosome"
"ENSG00000228186.10",2254,"PRR3","proline"
"ENSG00000228198.3",9913,"OR2M3","olfactory"
"ENSG00000228250.2",992,"LY6G6C","lymphocyte"
"ENSG00000228253.1",207,"MT-ATP8","mitochondrially"
"ENSG00000228254.9",2027,"HLA-DQB2","major"
"ENSG00000228263.8",2634,"SLC44A4","solute"
"ENSG00000228267.8",5460,"C4B","complement"
"ENSG00000228278.3",760,"ORM2","orosomucoid"
"ENSG00000228284.8",1548,"HLA-DQA1","major"
"ENSG00000228299.9",1578,"HLA-C","major"
"ENSG00000228300.13",983,"C19orf24","chromosome"
"ENSG00000228321.3",1676,"TNF","tumor"
"ENSG00000228333.9",2908,"RXRB","retinoid"
"ENSG00000228357.2",990,"HSD17B8","hydroxysteroid"
"ENSG00000228377.3",1137,"MAS1L","MAS1"
"ENSG00000228405.5",1162,"RNF5","ring"
"ENSG00000228425.9",2960,"VPS52","VPS52,"
"ENSG00000228435.2",2475,"C6orf47","chromosome"
"ENSG00000228439.5",962,"TSTD3","thiosulfate"
"ENSG00000228454.7",5460,"C4B","complement"
"ENSG00000228474.5",561,"OST4","oligosaccharyltransferase"
"ENSG00000228486.10",1067,"C2orf92","chromosome"
"ENSG00000228515.3",1137,"MAS1L","MAS1"
"ENSG00000228517.2",1288,"CT47A7","cancer/testis"
"ENSG00000228520.3",1752,"RING1","ring"
"ENSG00000228567.3",1048,"VN1R4","vomeronasal"
"ENSG00000228570.7",3623,"NUTM2E","NUT"
"ENSG00000228575.9",7576,"MDC1","mediator"
"ENSG00000228581.9",7490,"GNL1","G"
"ENSG00000228582.9",5684,"TAP2","transporter"
"ENSG00000228594.3",2085,"FNDC10","fibronectin"
"ENSG00000228605.6",2798,"GPANK1","G-patch"
"ENSG00000228607.2",754,"CLDN25","claudin"
"ENSG00000228628.8",2624,"ATF6B","activating"
"ENSG00000228652.1",1028,"OR2W1","olfactory"
"ENSG00000228662.2",955,"MCCD1","mitochondrial"
"ENSG00000228672.3",5122,"PROB1","proline"
"ENSG00000228691.6",2045,"NEU1","neuraminidase"
"ENSG00000228696.8",1140,"ARL17B","ADP"
"ENSG00000228712.2",990,"HSD17B8","hydroxysteroid"
"ENSG00000228716.6",3917,"DHFR","dihydrofolate"
"ENSG00000228727.8",916,"SAPCD1","suppressor"
"ENSG00000228736.9",3278,"RGL2","ral"
"ENSG00000228760.10",3779,"BAG6","BCL2"
"ENSG00000228813.9",2027,"HLA-DQB2","major"
"ENSG00000228836.8",1161,"CT45A5","cancer/testis"
"ENSG00000228849.3",1676,"TNF","tumor"
"ENSG00000228854.8",1755,"NRM","nurim"
"ENSG00000228856.3",1593,"USP17L30","ubiquitin"
"ENSG00000228859.2",992,"LY6G6C","lymphocyte"
"ENSG00000228867.8",1755,"NRM","nurim"
"ENSG00000228875.8",2487,"CSNK2B","casein"
"ENSG00000228881.7",3478,"TRIM26","tripartite"
"ENSG00000228883.9",950,"LY6G5C","lymphocyte"
"ENSG00000228892.9",2496,"AGPAT1","1-acylglycerol-3-phosphate"
"ENSG00000228896.9",3890,"SKIV2L","Ski2"
"ENSG00000228907.5",1168,"RNF5","ring"
"ENSG00000228913.2",990,"UBD","ubiquitin"
"ENSG00000228927.10",1161,"TSPY3","testis"
"ENSG00000228964.10",1589,"HLA-B","major"
"ENSG00000228977.1",1028,"OR2W1","olfactory"
"ENSG00000228978.2",1315,"TNF","tumor"
"ENSG00000228987.9",1280,"HLA-DRA","major"
"ENSG00000229006.7",2901,"TRIM27","tripartite"
"ENSG00000229058.10",1538,"AGER","advanced"
"ENSG00000229061.8",2646,"ATAT1","alpha"
"ENSG00000229071.9",1909,"PRRT1","proline"
"ENSG00000229074.8",1235,"HLA-DRB1","major"
"ENSG00000229077.8",2634,"SLC44A4","solute"
"ENSG00000229089.7",3512,"ANKRD20A8P","ankyrin"
"ENSG00000229094.9",1420,"POU5F1","POU"
"ENSG00000229117.8",699,"RPL41","ribosomal"
"ENSG00000229125.8",3024,"OR2H1","olfactory"
"ENSG00000229176.11",1021,"SAPCD1","suppressor"
"ENSG00000229183.8",1748,"PGA4","pepsinogen"
"ENSG00000229185.4",1584,"OR2H2","olfactory"
"ENSG00000229202.10",2254,"PRR3","proline"
"ENSG00000229215.9",5422,"HLA-A","major"
"ENSG00000229252.6",2601,"HLA-E","major"
"ENSG00000229253.5",2651,"ZBTB22","zinc"
"ENSG00000229284.4",2627,"MUCL3","mucin"
"ENSG00000229292.1",908,"RFPL4AL1","ret"
"ENSG00000229295.11",1560,"HLA-DPB1","major"
"ENSG00000229300.9",1053,"C6orf48","chromosome"
"ENSG00000229314.5",802,"ORM1","orosomucoid"
"ENSG00000229328.1",1028,"OR2W1","olfactory"
"ENSG00000229341.2",1902,"TNXB","tenascin"
"ENSG00000229346.8",3549,"TRIM10","tripartite"
"ENSG00000229353.10",10084,"TNXB","tenascin"
"ENSG00000229363.9",1566,"NELFE","negative"
"ENSG00000229381.8",3549,"TRIM10","tripartite"
"ENSG00000229408.8",3024,"OR2H1","olfactory"
"ENSG00000229412.5",1649,"OR10C1","olfactory"
"ENSG00000229415.9",1531,"SFTA3","surfactant"
"ENSG00000229432.2",1140,"C6orf15","chromosome"
"ENSG00000229453.2",444,"SPINK8","serine"
"ENSG00000229470.9",7490,"GNL1","G"
"ENSG00000229474.6",1950,"PATL2","PAT1"
"ENSG00000229488.9",1909,"PRRT1","proline"
"ENSG00000229493.9",2028,"HLA-DQB2","major"
"ENSG00000229496.10",2133,"DDX39B","DExD-box"
"ENSG00000229524.10",3783,"BAG6","BCL2"
"ENSG00000229544.8",3364,"NKX1-2","NK1"
"ENSG00000229549.9",1161,"TSPY8","testis"
"ENSG00000229571.7",1863,"PRAMEF25","PRAME"
"ENSG00000229579.4",1677,"USP17L26","ubiquitin"
"ENSG00000229597.7",1462,"BTNL2","butyrophilin"
"ENSG00000229637.3",577,"PRAC2","PRAC2"
"ENSG00000229665.8",1847,"PRR20C","proline"
"ENSG00000229676.2",4245,"ZNF492","zinc"
"ENSG00000229680.4",1584,"OR2H2","olfactory"
"ENSG00000229684.10",2903,"TUBB","tubulin"
"ENSG00000229685.8",1704,"HLA-DPA1","major"
"ENSG00000229698.11",1506,"HLA-F","major"
"ENSG00000229741.7",1462,"BTNL2","butyrophilin"
"ENSG00000229767.9",758,"DDR1","discoidin"
"ENSG00000229802.11",2409,"SLC39A7","solute"
"ENSG00000229809.8",2506,"ZNF688","zinc"
"ENSG00000229833.9",719,"PET100","PET100"
"ENSG00000229859.9",1748,"PGA3","pepsinogen"
"ENSG00000229861.8",1532,"MRPS18B","mitochondrial"
"ENSG00000229866.1",936,"OR2J3","olfactory"
"ENSG00000229894.4",1868,"GK3P","glycerol"
"ENSG00000229924.3",2492,"FAM90A26","family"
"ENSG00000229929.10",3535,"TRIM39","tripartite"
"ENSG00000229937.6",1090,"PRPS1L1","phosphoribosyl"
"ENSG00000229972.7",1685,"IQCF3","IQ"
"ENSG00000229998.8",4599,"PPP1R18","protein"
"ENSG00000230031.10",1687,"POTEB2","POTE"
"ENSG00000230034.8",1351,"PSMB8","proteasome"
"ENSG00000230048.8",2881,"VWA7","von"
"ENSG00000230054.2",476,"TEX53","testis"
"ENSG00000230060.6",2392,"MPIG6B","megakaryocyte"
"ENSG00000230062.5",2551,"ANKRD66","ankyrin"
"ENSG00000230072.2",451,"SFTA2","surfactant"
"ENSG00000230108.3",1676,"TNF","tumor"
"ENSG00000230124.7",5109,"ACBD6","acyl-CoA"
"ENSG00000230128.3",1350,"IER3","immediate"
"ENSG00000230141.11",3489,"HLA-DOA","major"
"ENSG00000230143.9",1912,"FLOT1","flotillin"
"ENSG00000230178.1",995,"OR4F3","olfactory"
"ENSG00000230230.7",3478,"TRIM26","tripartite"
"ENSG00000230254.7",2601,"HLA-E","major"
"ENSG00000230257.2",962,"NFE4","nuclear"
"ENSG00000230268.3",585,"SSU72P8","SSU72"
"ENSG00000230279.8",1507,"LTA","lymphotoxin"
"ENSG00000230293.11",2884,"MSH5","mutS"
"ENSG00000230301.6",1113,"OR5H6","olfactory"
"ENSG00000230308.10",3535,"TRIM39","tripartite"
"ENSG00000230332.8",2206,"RNF39","ring"
"ENSG00000230336.9",1420,"POU5F1","POU"
"ENSG00000230341.8",4599,"PPP1R18","protein"
"ENSG00000230347.5",1298,"CT47A8","cancer/testis"
"ENSG00000230413.9",1582,"HLA-G","major"
"ENSG00000230430.4",1677,"USP17L25","ubiquitin"
"ENSG00000230453.9",3773,"ANKRD18B","ankyrin"
"ENSG00000230456.10",3971,"DDR1","discoidin"
"ENSG00000230463.2",1839,"HLA-DRB3","major"
"ENSG00000230467.8",2206,"RNF39","ring"
"ENSG00000230475.9",2146,"ABHD16A","abhydrolase"
"ENSG00000230505.4",1649,"OR10C1","olfactory"
"ENSG00000230510.6",1882,"PPP5D1","PPP5"
"ENSG00000230514.11",1538,"AGER","advanced"
"ENSG00000230522.5",793,"MBD3L2","methyl-CpG"
"ENSG00000230549.3",1593,"USP17L1","ubiquitin"
"ENSG00000230561.4",1045,"CCDC192","coiled-coil"
"ENSG00000230594.3",1298,"CT47A4","cancer/testis"
"ENSG00000230601.6",708,"TEX48","testis"
"ENSG00000230624.10",2133,"DDX39B","DExD-box"
"ENSG00000230626.4",1263,"AC011005.1",NA
"ENSG00000230657.6",916,"PRB4","proline"
"ENSG00000230667.5",909,"SETSIP","SET-like"
"ENSG00000230669.6",1351,"PSMB8","proteasome"
"ENSG00000230675.9",2027,"HLA-DQB2","major"
"ENSG00000230678.10",1878,"BRD2","bromodomain"
"ENSG00000230685.6",1560,"CLIC1","chloride"
"ENSG00000230700.10",1256,"CSNK2B","casein"
"ENSG00000230705.4",2959,"TAP1","transporter"
"ENSG00000230708.10",1560,"HLA-DPB1","major"
"ENSG00000230726.9",1280,"HLA-DRA","major"
"ENSG00000230763.11",1560,"HLA-DPB1","major"
"ENSG00000230778.1",1143,"ANKRD63","ankyrin"
"ENSG00000230780.8",2611,"OR11A1","olfactory"
"ENSG00000230791.8",764,"LST1","leukocyte"
"ENSG00000230797.2",2741,"YY2","YY2"
"ENSG00000230855.3",774,"OR2J3","olfactory"
"ENSG00000230873.8",1322,"STMND1","stathmin"
"ENSG00000230885.9",2499,"MOG","myelin"
"ENSG00000230900.5",1351,"ATP6V1G2","ATPase"
"ENSG00000230907.2",1345,"FKBPL","FK506"
"ENSG00000230930.8",6425,"COL11A2","collagen"
"ENSG00000230961.10",1046,"MSH5","mutS"
"ENSG00000230985.10",4073,"VARS2","valyl-tRNA"
"ENSG00000230989.6",8784,"HSBP1","heat"
"ENSG00000230995.7",4525,"PPP1R10","protein"
"ENSG00000231002.7",3478,"TRIM26","tripartite"
"ENSG00000231003.6",2392,"MPIG6B","megakaryocyte"
"ENSG00000231021.9",1184,"CR788250.1","major"
"ENSG00000231041.1",466,"LINC01556","long"
"ENSG00000231044.10",1566,"NELFE","negative"
"ENSG00000231048.8",764,"LST1","leukocyte"
"ENSG00000231051.3",1593,"USP17L28","ubiquitin"
"ENSG00000231068.1",253,"KRTAP21-3","keratin"
"ENSG00000231094.8",854,"PSORS1C1","psoriasis"
"ENSG00000231115.3",1752,"RING1","ring"
"ENSG00000231116.9",4312,"VARS","valyl-tRNA"
"ENSG00000231129.8",3380,"ABCF1","ATP"
"ENSG00000231135.9",7576,"MDC1","mediator"
"ENSG00000231179.9",2446,"MICB","MHC"
"ENSG00000231192.2",5999,"OR5H1","olfactory"
"ENSG00000231213.6",1969,"PLSCR5","phospholipid"
"ENSG00000231225.9",2260,"MICA","MHC"
"ENSG00000231247.8",4599,"PPP1R18","protein"
"ENSG00000231256.7",3753,"CFAP97D1","CFAP97"
"ENSG00000231257.8",2646,"ATAT1","alpha"
"ENSG00000231268.9",1538,"AGER","advanced"
"ENSG00000231274.5",1270,"SBK3","SH3"
"ENSG00000231286.7",1788,"HLA-DQB1","major"
"ENSG00000231314.7",897,"LTB","lymphotoxin"
"ENSG00000231319.3",1007,"OR2B3","olfactory"
"ENSG00000231321.9",2894,"RXRB","retinoid"
"ENSG00000231325.9",950,"LY6G5C","lymphocyte"
"ENSG00000231350.5",3651,"MUC21","mucin"
"ENSG00000231370.9",6893,"PRRC2A","proline"
"ENSG00000231372.8",2295,"MICB","MHC"
"ENSG00000231377.6",3445,"DHX16","DEAH-box"
"ENSG00000231389.7",1704,"HLA-DPA1","major"
"ENSG00000231396.2",1677,"USP17L10","ubiquitin"
"ENSG00000231408.8",1507,"LTA","lymphotoxin"
"ENSG00000231479.8",2634,"SLC44A4","solute"
"ENSG00000231488.9",2146,"ABHD16A","abhydrolase"
"ENSG00000231500.6",613,"RPS18","ribosomal"
"ENSG00000231502.6",876,"LSM2","LSM2"
"ENSG00000231526.3",1521,"HLA-DQA2","major"
"ENSG00000231543.9",2880,"C2","complement"
"ENSG00000231555.4",2521,"HSPA1B","heat"
"ENSG00000231558.11",3488,"HLA-DOA","major"
"ENSG00000231608.9",13125,"TNXB","tenascin"
"ENSG00000231617.8",2545,"DAXX","death"
"ENSG00000231618.10",2111,"PPT2","palmitoyl-protein"
"ENSG00000231624.2",1140,"C6orf15","chromosome"
"ENSG00000231631.6",1299,"PSMB8","proteasome"
"ENSG00000231637.3",1593,"USP17L29","ubiquitin"
"ENSG00000231641.9",3448,"TRIM26","tripartite"
"ENSG00000231672.6",552,"DIRC3","disrupted"
"ENSG00000231676.4",1272,"OR2J2","olfactory"
"ENSG00000231679.7",1207,"HLA-DRB3","major"
"ENSG00000231737.7",4525,"PPP1R10","protein"
"ENSG00000231738.10",998,"TSPAN19","tetraspanin"
"ENSG00000231767.4",522,"AL136454.1",NA
"ENSG00000231823.3",1201,"HLA-DQA2","major"
"ENSG00000231824.3",575,"AKAIN1","A-kinase"
"ENSG00000231825.9",6893,"PRRC2A","proline"
"ENSG00000231834.10",1868,"HLA-A","major"
"ENSG00000231852.7",2182,"CYP21A2","cytochrome"
"ENSG00000231861.2",1060,"OR5K2","olfactory"
"ENSG00000231887.7",837,"PRH1","proline"
"ENSG00000231924.9",2276,"PSG1","pregnancy"
"ENSG00000231925.11",3759,"TAPBP","TAP"
"ENSG00000231939.5",1643,"HLA-DQB1","major"
"ENSG00000231945.8",3627,"VARS","valyl-tRNA"
"ENSG00000231968.2",990,"UBD","ubiquitin"
"ENSG00000231974.6",922,"APOM","apolipoprotein"
"ENSG00000231975.2",955,"MCCD1","mitochondrial"
"ENSG00000231989.4",1991,"PPP1R2B","PPP1R2"
"ENSG00000232005.7",3202,"PBX2","PBX"
"ENSG00000232030.3",1224,"MAGEB6B","MAGE"
"ENSG00000232040.3",5339,"ZBED9","zinc"
"ENSG00000232045.7",4129,"EHMT2","euchromatic"
"ENSG00000232062.9",1217,"HLA-DQA1","major"
"ENSG00000232070.8",1526,"TMEM253","transmembrane"
"ENSG00000232099.7",1980,"ZFP57","ZFP57"
"ENSG00000232106.9",2173,"C6orf10","chromosome"
"ENSG00000232112.3",561,"TMA7","translation"
"ENSG00000232113.2",821,"TEX50","testis"
"ENSG00000232119.7",1130,"MCTS1","MCTS1,"
"ENSG00000232125.3",2051,"DYTN","dystrotelin"
"ENSG00000232126.8",1605,"HLA-B","major"
"ENSG00000232127.2",1152,"PSORS1C2","psoriasis"
"ENSG00000232143.9",7490,"GNL1","G"
"ENSG00000232169.9",3381,"ABCF1","ATP"
"ENSG00000232178.1",936,"OR2J3","olfactory"
"ENSG00000232180.8",2634,"SLC44A4","solute"
"ENSG00000232196.3",1762,"MTRNR2L4","MT-RNR2"
"ENSG00000232237.3",2026,"ASCL5","achaete-scute"
"ENSG00000232251.5",2627,"MUCL3","mucin"
"ENSG00000232258.6",945,"TMEM114","transmembrane"
"ENSG00000232263.1",370,"KRTAP25-1","keratin"
"ENSG00000232264.4",1677,"USP17L24","ubiquitin"
"ENSG00000232268.6",2961,"OR52I1","olfactory"
"ENSG00000232280.9",1912,"FLOT1","flotillin"
"ENSG00000232289.8",2611,"OR11A1","olfactory"
"ENSG00000232308.4",2627,"MUCL3","mucin"
"ENSG00000232312.6",2793,"GPANK1","G-patch"
"ENSG00000232326.9",5517,"TAP2","transporter"
"ENSG00000232339.5",6742,"NOTCH4","notch"
"ENSG00000232357.2",990,"HSD17B8","hydroxysteroid"
"ENSG00000232367.5",2959,"TAP1","transporter"
"ENSG00000232382.2",3466,"OR5K1","olfactory"
"ENSG00000232388.4",670,"SMIM26","small"
"ENSG00000232397.5",1649,"OR10C1","olfactory"
"ENSG00000232399.3",1677,"USP17L13","ubiquitin"
"ENSG00000232414.6",2121,"CYP21A2","cytochrome"
"ENSG00000232421.10",2903,"TUBB","tubulin"
"ENSG00000232423.6",1720,"PRAMEF6","PRAME"
"ENSG00000232434.2",4387,"AJM1","apical"
"ENSG00000232541.10",5868,"COL11A2","collagen"
"ENSG00000232569.8",4509,"GABBR1","gamma-aminobutyric"
"ENSG00000232575.10",2903,"TUBB","tubulin"
"ENSG00000232593.7",4251,"KANTR","KDM5C"
"ENSG00000232616.9",3890,"SKIV2L","Ski2"
"ENSG00000232629.8",2026,"HLA-DQB2","major"
"ENSG00000232632.8",4510,"GABBR1","gamma-aminobutyric"
"ENSG00000232641.10",2495,"MOG","myelin"
"ENSG00000232653.8",5329,"GOLGA8N","golgin"
"ENSG00000232804.5",2515,"HSPA1B","heat"
"ENSG00000232810.3",1676,"TNF","tumor"
"ENSG00000232838.3",1141,"PET117","PET117"
"ENSG00000232839.10",3535,"TRIM39","tripartite"
"ENSG00000232859.9",2196,"LYRM9","LYR"
"ENSG00000232945.4",1272,"OR2J2","olfactory"
"ENSG00000232948.1",240,"DEFB130A","defensin"
"ENSG00000232957.11",3488,"HLA-DOA","major"
"ENSG00000232960.11",1255,"CSNK2B","casein"
"ENSG00000232962.11",3489,"HLA-DOA","major"
"ENSG00000232984.8",3024,"OR2H1","olfactory"
"ENSG00000233024.7",1547,"AC126755.2","nuclear"
"ENSG00000233041.8",436,"PHGR1","proline,"
"ENSG00000233046.8",1266,"OR5V1","olfactory"
"ENSG00000233049.6",3445,"DHX16","DEAH-box"
"ENSG00000233050.1",240,"DEFB130B","defensin"
"ENSG00000233051.9",2260,"MICA","MHC"
"ENSG00000233054.3",1007,"OR2B3","olfactory"
"ENSG00000233076.6",1688,"DDAH2","dimethylarginine"
"ENSG00000233087.7",3032,"RAB6D","RAB6D,"
"ENSG00000233095.8",1582,"HLA-G","major"
"ENSG00000233136.2",1677,"USP17L11","ubiquitin"
"ENSG00000233141.3",1137,"MAS1L","MAS1"
"ENSG00000233149.10",1735,"GTF2H4","general"
"ENSG00000233151.6",2121,"CYP21A2","cytochrome"
"ENSG00000233164.9",1496,"C6orf136","chromosome"
"ENSG00000233180.3",1007,"OR2B3","olfactory"
"ENSG00000233192.7",1648,"HLA-DQA2","major"
"ENSG00000233198.3",1798,"RNF224","ring"
"ENSG00000233209.6",1789,"HLA-DQB1","major"
"ENSG00000233210.6",2794,"GPANK1","G-patch"
"ENSG00000233232.6",1406,"NPIPB7","nuclear"
"ENSG00000233312.8",5460,"C4B_2","complement"
"ENSG00000233314.6",1731,"PPP1R11","protein"
"ENSG00000233323.10",13125,"TNXB","tenascin"
"ENSG00000233345.9",2704,"MSH5","mutS"
"ENSG00000233348.10",3783,"BAG6","BCL2"
"ENSG00000233412.5",1229,"OR5H15","olfactory"
"ENSG00000233418.8",3445,"DHX16","DEAH-box"
"ENSG00000233436.7",3044,"BTBD18","BTB"
"ENSG00000233439.8",854,"PSORS1C1","psoriasis"
"ENSG00000233450.7",2706,"KIFC1","kinesin"
"ENSG00000233481.4",1069,"OR12D2","olfactory"
"ENSG00000233490.7",1476,"GPSM3","G"
"ENSG00000233493.3",1000,"TMEM238","transmembrane"
"ENSG00000233561.6",3445,"DHX16","DEAH-box"
"ENSG00000233564.10",2254,"PRR3","proline"
"ENSG00000233566.1",466,"LINC01556","long"
"ENSG00000233573.9",2043,"TRIM31","tripartite"
"ENSG00000233599.8",2217,"TRIM15","tripartite"
"ENSG00000233608.3",1404,"TWIST2","twist"
"ENSG00000233618.1",936,"OR2J3","olfactory"
"ENSG00000233636.1",936,"OR2J3","olfactory"
